index,Fund,Acct-Type,Acct-Div,Acct-Dept,Summ-Acct,GL-Account,2019-Actual,2020-Actual,2021-Budget,2022-Recommend,2023-Forecast
1135,101: City General,EXPENSES,Public Safety,101-302: Police,52700: Total TRAINING & DEVELOPMENT,TRAINING,96133,88592,100000,150000,150000
1136,101: City General,EXPENSES,Public Safety,101-302: Police,52700: Total TRAINING & DEVELOPMENT,TUITION,117499,46841,100000,100000,100000
1137,101: City General,EXPENSES,Public Safety,101-302: Police,52850: Total COMPUTER EQUIPMENT,COMPUTER EQUIPMENT,0,0,0,0,0
1138,101: City General,EXPENSES,Public Safety,101-302: Police,52860: Total FURNITURE AND FIXTURES,OFFICE FURNITURE,515,0,0,0,0
1139,101: City General,EXPENSES,Public Safety,101-302: Police,52900: Total R&M EQUIPMENT,REPAIRS TO EQUIPMENT,56886,59995,78161,142000,142994
1140,101: City General,EXPENSES,Public Safety,101-302: Police,52910: Total R&M OTHER,MAIN & SERVICE,290754,429319,442316,524419,528090
1141,101: City General,EXPENSES,Public Safety,101-302: Police,52910: Total R&M OTHER,REPAIRS TO AUTOS & TRUCKS,62631,180425,104000,134000,134938
1142,101: City General,EXPENSES,Public Safety,101-302: Police,52910: Total R&M OTHER,COPIERS LEASE AND MAINTENANCE,0,0,0,34903,35147
1143,101: City General,EXPENSES,Public Safety,101-302: Police,52910: Total R&M OTHER,EXTERIOR MAINT - VEHICLES,41715,67059,36000,55000,55385
1144,101: City General,EXPENSES,Public Safety,101-302: Police,53010: Total RENT EQUIPMENT,RENTAL OF EQUIPMENT,25000,25000,28000,25000,25175
1145,101: City General,EXPENSES,Public Safety,101-302: Police,53010: Total RENT EQUIPMENT,RENTALS NO CLASSIFIED,0,0,0,3392,3416
1146,101: City General,EXPENSES,Public Safety,101-302: Police,53100: Total TRAVEL & ENTERTAINMENT,TRAVEL,379,0,0,0,0
1147,101: City General,EXPENSES,Public Safety,101-302: Police,53100: Total TRAVEL & ENTERTAINMENT,TRANSPORTATION OF PERSONS-TRAINING,-379,0,0,0,0
1148,101: City General,EXPENSES,Public Safety,101-302: Police,53200: Total PROFESSIONAL FEES,LEGAL EXPENSES,82445,80000,80000,80000,80000
1149,101: City General,EXPENSES,Public Safety,101-302: Police,53200: Total PROFESSIONAL FEES,COURT REPORTERS,12643,9779,25000,20000,20140
1150,101: City General,EXPENSES,Public Safety,101-302: Police,53400: Total CONTRACT SERVICES,CONTRACTUAL SERVICES,1653539,925127,1200000,1000000,1007000
1151,101: City General,EXPENSES,Public Safety,101-302: Police,53400: Total CONTRACT SERVICES,RED LIGHT CAMERA FEES,1474843,1664759,1619868,1790417,1790417
1152,101: City General,EXPENSES,Public Safety,101-302: Police,53400: Total CONTRACT SERVICES,SPEED ZONE CAMERA EXPENSE,1898700,1385398,1600000,1949000,1949000
1153,101: City General,EXPENSES,Public Safety,101-302: Police,53500: Total OTHER SERVICES,MISC. EXPENSES,26632,35688,30000,28600,28800
1154,101: City General,EXPENSES,Public Safety,101-302: Police,54000: Total OFFICE SUPPLIES,OFFICE SUPPLIES,0,0,0,25000,25175
1155,101: City General,EXPENSES,Public Safety,101-302: Police,54000: Total OFFICE SUPPLIES,STATIONERY,23282,17192,23375,0,0
1156,101: City General,EXPENSES,Public Safety,101-302: Police,54100: Total POLICE DEPT SUPPLIES,ANIMAL FOOD,22932,26556,29500,24500,24672
1157,101: City General,EXPENSES,Public Safety,101-302: Police,54100: Total POLICE DEPT SUPPLIES,CANINE UNIT - SUPPLIES,59698,59767,60000,80500,81064
1158,101: City General,EXPENSES,Public Safety,101-302: Police,54100: Total POLICE DEPT SUPPLIES,EQUESTRIAN ACCOUNT,14586,1404,25000,50000,50350
1159,101: City General,EXPENSES,Public Safety,101-302: Police,54100: Total POLICE DEPT SUPPLIES,EQUESTRIAN UNIT - SUPPLIES,31316,40694,36725,35600,35849
1160,101: City General,EXPENSES,Public Safety,101-302: Police,54100: Total POLICE DEPT SUPPLIES,EQUESTRIAN UNIT - PROF CARE,25323,42815,46500,48500,48840
1161,101: City General,EXPENSES,Public Safety,101-302: Police,54100: Total POLICE DEPT SUPPLIES,GUNS & AMMUNITION,85256,107881,154450,122620,123478
1162,101: City General,EXPENSES,Public Safety,101-302: Police,54150: Total FIRE DEPT SUPPLIES,MED CHEM & LAB SUPPLIES,6008,43600,15000,15000,15105
1163,101: City General,EXPENSES,Public Safety,101-302: Police,54270: Total HIGHWAY DEPT,LUBRICANTS,0,0,0,15000,15105
1164,101: City General,EXPENSES,Public Safety,101-302: Police,54700: Total OTHER SUPPLY,AUTO PARTS,215457,297120,275000,278000,279946
1165,101: City General,EXPENSES,Public Safety,101-302: Police,54700: Total OTHER SUPPLY,FOOD,3292,2405,4500,2500,2518
1166,101: City General,EXPENSES,Public Safety,101-302: Police,54700: Total OTHER SUPPLY,FUEL,311,0,4000,2000,2014
1167,101: City General,EXPENSES,Public Safety,101-302: Police,54700: Total OTHER SUPPLY,HOUSEKEEPING SUPPLIES,7252,15468,8000,10000,10070
1168,101: City General,EXPENSES,Public Safety,101-302: Police,54700: Total OTHER SUPPLY,TIRES,42401,55381,45000,60000,60420
1169,101: City General,EXPENSES,Public Safety,101-302: Police,54700: Total OTHER SUPPLY,UNIFORMS/WEARING APPAREL,885031,823437,963626,934048,940586
1170,101: City General,EXPENSES,Public Safety,101-302: Police,54700: Total OTHER SUPPLY,MISCELLANEOUS MATERIALS AND SUPPLIES,357939,120563,213235,117924,118749
1171,101: City General,EXPENSES,Public Safety,101-303: Fire,50000: Total PERSONNEL SALARIES,SALARIES,20026979,17713441,31499640,31398720,31712707
1172,101: City General,EXPENSES,Public Safety,101-303: Fire,50000: Total PERSONNEL SALARIES,OVERTIME,64683,83526,75000,75000,75000
1173,101: City General,EXPENSES,Public Safety,101-303: Fire,50000: Total PERSONNEL SALARIES,OVERTIME - TRAINING,58975,172993,238594,200000,200000
1174,101: City General,EXPENSES,Public Safety,101-303: Fire,50000: Total PERSONNEL SALARIES,SICK LEAVE,1124797,1072543,0,0,0
1175,101: City General,EXPENSES,Public Safety,101-303: Fire,50000: Total PERSONNEL SALARIES,VACATION,2287979,1798963,0,0,0
1176,101: City General,EXPENSES,Public Safety,101-303: Fire,50000: Total PERSONNEL SALARIES,SERVICE OUT OF RANK,284861,319497,297095,174303,174303
1177,101: City General,EXPENSES,Public Safety,101-303: Fire,50000: Total PERSONNEL SALARIES,CALL BACK,5591560,3815598,5400000,5400000,5400000
1178,101: City General,EXPENSES,Public Safety,101-303: Fire,50000: Total PERSONNEL SALARIES,INJURED EMPLOYEES,689331,651183,0,0,0
1179,101: City General,EXPENSES,Public Safety,101-303: Fire,50000: Total PERSONNEL SALARIES,HOLIDAY PAY POLICE FIRE,1128343,1193384,1479300,1480760,1517779
1180,101: City General,EXPENSES,Public Safety,101-303: Fire,50000: Total PERSONNEL SALARIES,HOLIDAY,1139381,1191830,0,0,0
1181,101: City General,EXPENSES,Public Safety,101-303: Fire,50000: Total PERSONNEL SALARIES,LONGEVITY,1759939,1915448,1990846,1895385,1914339
1182,101: City General,EXPENSES,Public Safety,101-303: Fire,50000: Total PERSONNEL SALARIES,DIFFERENTIAL PAY,5730,4500,6240,6240,6240
1183,101: City General,EXPENSES,Public Safety,101-303: Fire,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,359394,389036,504633,504633,504633
1184,101: City General,EXPENSES,Public Safety,101-303: Fire,51000: Total EMPLOYEE BENEFITS,HEALTHCARE EE CASH PAYMENT,2000,2000,0,0,0
1185,101: City General,EXPENSES,Public Safety,101-303: Fire,51000: Total EMPLOYEE BENEFITS,EDUCATIONAL INCENTIVE SALARIES,3640,3640,3640,3640,3640
1186,101: City General,EXPENSES,Public Safety,101-303: Fire,51000: Total EMPLOYEE BENEFITS,LABORERS INT'L PENSION,93229,102871,115700,120250,120250
1187,101: City General,EXPENSES,Public Safety,101-303: Fire,51000: Total EMPLOYEE BENEFITS,CITY OF PROVIDENCE PENSION EXPENSE,24839230,30359255,31532609,32996972,34722714
1188,101: City General,EXPENSES,Public Safety,101-303: Fire,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,608755,628604,704215,711912,719031
1189,101: City General,EXPENSES,Public Safety,101-303: Fire,51000: Total EMPLOYEE BENEFITS,STIPENDS,5500,3900,2600,3900,3900
1190,101: City General,EXPENSES,Public Safety,101-303: Fire,51000: Total EMPLOYEE BENEFITS,LOCAL 1033 BENEFITS EXPENSE,76592,78246,87466,92560,96660
1191,101: City General,EXPENSES,Public Safety,101-303: Fire,51000: Total EMPLOYEE BENEFITS,TRANSFER TO ACTIVE MEDICAL INS FUND,5143963,5485016,5275869,5522561,5633012
1192,101: City General,EXPENSES,Public Safety,101-303: Fire,52000: Total DEPARTMENTAL SERVICES,PROMOTIONAL EXAMS,8852,3924,25000,15000,15105
1193,101: City General,EXPENSES,Public Safety,101-303: Fire,52100: Total G&A SERVICES,FEES NOT CLASSIFIED,3368,1336,4500,4500,4532
1194,101: City General,EXPENSES,Public Safety,101-303: Fire,52100: Total G&A SERVICES,POSTAGE,1464,1559,2400,1600,1600
1195,101: City General,EXPENSES,Public Safety,101-303: Fire,52100: Total G&A SERVICES,PEST CONTROL,0,0,0,5000,5035
1196,101: City General,EXPENSES,Public Safety,101-303: Fire,52600: Total RECRUITMENT COSTS,PERSONNEL RECRUITMENT,62440,0,0,300000,0
1197,101: City General,EXPENSES,Public Safety,101-303: Fire,52700: Total TRAINING & DEVELOPMENT,TRAINING,0,400,0,74822,74822
1198,101: City General,EXPENSES,Public Safety,101-303: Fire,52700: Total TRAINING & DEVELOPMENT,TUITION,105117,155460,78000,81000,81000
1199,101: City General,EXPENSES,Public Safety,101-303: Fire,52900: Total R&M EQUIPMENT,REPAIRS TO EQUIPMENT,110,719,0,0,0
1200,101: City General,EXPENSES,Public Safety,101-303: Fire,52910: Total R&M OTHER,MAIN & SERVICE,17558,45142,58888,49890,50239
1201,101: City General,EXPENSES,Public Safety,101-303: Fire,52910: Total R&M OTHER,REPAIRS TO AUTOS & TRUCKS,4087,6046,50000,10500,10574
1202,101: City General,EXPENSES,Public Safety,101-303: Fire,52910: Total R&M OTHER,COPIERS LEASE AND MAINTENANCE,0,0,0,8998,9061
1203,101: City General,EXPENSES,Public Safety,101-303: Fire,52910: Total R&M OTHER,REPAIRS TO OTHER EQUIPMENT,13474,19474,10000,15000,15105
1204,101: City General,EXPENSES,Public Safety,101-303: Fire,53100: Total TRAVEL & ENTERTAINMENT,TRANSPORTATION OF PERSONS-TRAINING,15007,42730,50000,0,0
1205,101: City General,EXPENSES,Public Safety,101-303: Fire,53200: Total PROFESSIONAL FEES,LEGAL EXPENSES,120190,120175,120000,120000,120000
1206,101: City General,EXPENSES,Public Safety,101-303: Fire,53200: Total PROFESSIONAL FEES,MISCELLANEOUS PROFESSIONAL SERVICES,0,0,5000,5000,5035
1207,101: City General,EXPENSES,Public Safety,101-303: Fire,53500: Total OTHER SERVICES,MISC. EXPENSES,7218,44826,14500,8000,8056
1208,101: City General,EXPENSES,Public Safety,101-303: Fire,54000: Total OFFICE SUPPLIES,OFFICE SUPPLIES,0,0,0,16300,16414
1209,101: City General,EXPENSES,Public Safety,101-303: Fire,54000: Total OFFICE SUPPLIES,STATIONERY,14316,9276,9800,0,0
1210,101: City General,EXPENSES,Public Safety,101-303: Fire,54000: Total OFFICE SUPPLIES,SMALL TOOLS   SHOP SUPPLIES,4342,5351,21430,15000,15105
1211,101: City General,EXPENSES,Public Safety,101-303: Fire,54150: Total FIRE DEPT SUPPLIES,MED CHEM & LAB SUPPLIES,126052,202617,141138,163138,164280
1212,101: City General,EXPENSES,Public Safety,101-303: Fire,54200: Total COMMUNICATION DEPT SUPPLIES,CONST & MAINT SUPPLIES,52099,32682,50200,50200,50551
1213,101: City General,EXPENSES,Public Safety,101-303: Fire,54270: Total HIGHWAY DEPT,LUBRICANTS,0,0,0,18000,18126
1214,101: City General,EXPENSES,Public Safety,101-303: Fire,54600: Total SCHOOL SUPPLIES,EDUCATIONAL MATERIALS,4077,5065,39617,9907,9976
1215,101: City General,EXPENSES,Public Safety,101-303: Fire,54700: Total OTHER SUPPLY,AUTO PARTS,505016,529628,400000,400000,402800
1216,101: City General,EXPENSES,Public Safety,101-303: Fire,54700: Total OTHER SUPPLY,HOUSEKEEPING SUPPLIES,21936,22525,21000,25000,25175
1217,101: City General,EXPENSES,Public Safety,101-303: Fire,54700: Total OTHER SUPPLY,LUMBER AND HARDWARE,10570,7259,15000,8000,8056
1218,101: City General,EXPENSES,Public Safety,101-303: Fire,54700: Total OTHER SUPPLY,TIRES,71868,55988,70000,55000,55385
1219,101: City General,EXPENSES,Public Safety,101-303: Fire,54700: Total OTHER SUPPLY,UNIFORMS/WEARING APPAREL,561514,586179,731765,590000,594130
1220,101: City General,EXPENSES,Public Safety,101-303: Fire,54700: Total OTHER SUPPLY,MISCELLANEOUS MATERIALS AND SUPPLIES,74523,105538,187614,150000,151050
1221,101: City General,EXPENSES,Public Safety,101-304: Communications,50000: Total PERSONNEL SALARIES,SALARIES,3356809,2509881,3996901,4324684,4367931
1222,101: City General,EXPENSES,Public Safety,101-304: Communications,50000: Total PERSONNEL SALARIES,OVERTIME,267952,241091,275000,275000,275000
1223,101: City General,EXPENSES,Public Safety,101-304: Communications,50000: Total PERSONNEL SALARIES,SICK LEAVE,190976,111284,0,0,0
1224,101: City General,EXPENSES,Public Safety,101-304: Communications,50000: Total PERSONNEL SALARIES,VACATION,331615,266590,0,0,0
1225,101: City General,EXPENSES,Public Safety,101-304: Communications,50000: Total PERSONNEL SALARIES,CALL BACK,122652,97598,160000,125000,125000
1226,101: City General,EXPENSES,Public Safety,101-304: Communications,50000: Total PERSONNEL SALARIES,HOLIDAY,322932,296917,0,0,0
1227,101: City General,EXPENSES,Public Safety,101-304: Communications,50000: Total PERSONNEL SALARIES,LONGEVITY,178952,181739,189927,185392,187246
1228,101: City General,EXPENSES,Public Safety,101-304: Communications,50000: Total PERSONNEL SALARIES,DIFFERENTIAL PAY,47148,34194,43680,43680,43680
1229,101: City General,EXPENSES,Public Safety,101-304: Communications,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,68005,64135,76872,76872,76872
1230,101: City General,EXPENSES,Public Safety,101-304: Communications,51000: Total EMPLOYEE BENEFITS,HEALTHCARE EE CASH PAYMENT,3000,2250,0,0,0
1231,101: City General,EXPENSES,Public Safety,101-304: Communications,51000: Total EMPLOYEE BENEFITS,EDUCATIONAL INCENTIVE SALARIES,195790,190638,196560,189280,189280
1232,101: City General,EXPENSES,Public Safety,101-304: Communications,51000: Total EMPLOYEE BENEFITS,LABORERS INT'L PENSION,303181,341441,344500,339950,339950
1233,101: City General,EXPENSES,Public Safety,101-304: Communications,51000: Total EMPLOYEE BENEFITS,CITY OF PROVIDENCE PENSION EXPENSE,1295984,1344875,1071987,1401340,1474630
1234,101: City General,EXPENSES,Public Safety,101-304: Communications,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,374573,382172,395949,404673,408720
1235,101: City General,EXPENSES,Public Safety,101-304: Communications,51000: Total EMPLOYEE BENEFITS,STIPENDS,0,0,0,0,0
1236,101: City General,EXPENSES,Public Safety,101-304: Communications,51000: Total EMPLOYEE BENEFITS,LOCAL 1033 BENEFITS EXPENSE,248097,250905,267320,271960,284008
1237,101: City General,EXPENSES,Public Safety,101-304: Communications,51000: Total EMPLOYEE BENEFITS,TRANSFER TO ACTIVE MEDICAL INS FUND,816071,738825,951628,1086681,1108415
1238,101: City General,EXPENSES,Public Safety,101-304: Communications,52000: Total DEPARTMENTAL SERVICES,RUBBISH REMOVAL,0,0,0,2700,2719
1239,101: City General,EXPENSES,Public Safety,101-304: Communications,52100: Total G&A SERVICES,FEES NOT CLASSIFIED,4731,5477,14259,0,0
1240,101: City General,EXPENSES,Public Safety,101-304: Communications,52100: Total G&A SERVICES,POSTAGE,509,267,600,360,360
1241,101: City General,EXPENSES,Public Safety,101-304: Communications,52400: Total UTILITIES,TELEPHONE,707520,916942,735121,876741,882878
1242,101: City General,EXPENSES,Public Safety,101-304: Communications,52860: Total FURNITURE AND FIXTURES,OFFICE FURNITURE,0,376,0,30000,0
1243,101: City General,EXPENSES,Public Safety,101-304: Communications,52900: Total R&M EQUIPMENT,REPAIRS TO EQUIPMENT,0,640,0,0,0
1244,101: City General,EXPENSES,Public Safety,101-304: Communications,52910: Total R&M OTHER,MAIN & SERVICE,444863,785572,338680,347350,349781
1245,101: City General,EXPENSES,Public Safety,101-304: Communications,52910: Total R&M OTHER,REPAIRS TO AUTOS & TRUCKS,9537,260,10000,500,504
1246,101: City General,EXPENSES,Public Safety,101-304: Communications,52910: Total R&M OTHER,COPIERS LEASE AND MAINTENANCE,0,0,0,2450,2467
1247,101: City General,EXPENSES,Public Safety,101-304: Communications,53500: Total OTHER SERVICES,MISC. EXPENSES,1526,2214,3000,600,604
1248,101: City General,EXPENSES,Public Safety,101-304: Communications,54000: Total OFFICE SUPPLIES,OFFICE SUPPLIES,0,0,0,5250,5287
1249,101: City General,EXPENSES,Public Safety,101-304: Communications,54000: Total OFFICE SUPPLIES,STATIONERY,6262,7094,5250,0,0
1250,101: City General,EXPENSES,Public Safety,101-304: Communications,54000: Total OFFICE SUPPLIES,SMALL TOOLS   SHOP SUPPLIES,3950,8939,7000,7000,7049
1251,101: City General,EXPENSES,Public Safety,101-304: Communications,54200: Total COMMUNICATION DEPT SUPPLIES,RADIO PARTS & SUPPLIES,76844,93602,107500,72500,73008
1252,101: City General,EXPENSES,Public Safety,101-304: Communications,54200: Total COMMUNICATION DEPT SUPPLIES,COMMUNICATIONS HARDWARE,4483,5489,0,0,0
1253,101: City General,EXPENSES,Public Safety,101-304: Communications,54200: Total COMMUNICATION DEPT SUPPLIES,CONST & MAINT SUPPLIES,36851,6131,10000,10000,10070
1254,101: City General,EXPENSES,Public Safety,101-304: Communications,54700: Total OTHER SUPPLY,AUTO PARTS,6904,6555,7000,6000,6042
1255,101: City General,EXPENSES,Public Safety,101-304: Communications,54700: Total OTHER SUPPLY,HOUSEKEEPING SUPPLIES,4473,5875,5000,5000,5035
1256,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,50000: Total PERSONNEL SALARIES,SALARIES,272508,256808,408835,361696,365313
1257,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,50000: Total PERSONNEL SALARIES,OVERTIME,2368,718,6000,4000,4000
1258,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,50000: Total PERSONNEL SALARIES,SICK LEAVE,3168,4681,0,0,0
1259,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,50000: Total PERSONNEL SALARIES,VACATION,11363,16082,0,0,0
1260,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,50000: Total PERSONNEL SALARIES,HOLIDAY,20503,21188,0,0,0
1261,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,50000: Total PERSONNEL SALARIES,LONGEVITY,1803,2254,0,0,0
1262,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,2395,2107,5280,5280,5280
1263,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,51000: Total EMPLOYEE BENEFITS,HEALTHCARE EE CASH PAYMENT,0,3500,0,0,0
1264,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,51000: Total EMPLOYEE BENEFITS,LABORERS INT'L PENSION,4131,3487,4550,4550,4550
1265,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,51000: Total EMPLOYEE BENEFITS,CITY OF PROVIDENCE PENSION EXPENSE,89209,82762,116633,86232,90742
1266,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,23500,22793,27003,31143,31454
1267,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,51000: Total EMPLOYEE BENEFITS,LOCAL 1033 BENEFITS EXPENSE,3401,2632,3444,3640,3801
1268,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,51000: Total EMPLOYEE BENEFITS,TRANSFER TO ACTIVE MEDICAL INS FUND,25245,29755,36304,43764,44639
1269,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,52000: Total DEPARTMENTAL SERVICES,FOOD,4926,728,4525,4000,4028
1270,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,52100: Total G&A SERVICES,POSTAGE,8,2,100,50,50
1271,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,52100: Total G&A SERVICES,DUES & SUBSCRIPTIONS,0,0,0,150,151
1272,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,52400: Total UTILITIES,TELEPHONE,120,0,480,0,0
1273,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,52700: Total TRAINING & DEVELOPMENT,TRAINING,0,2668,5162,5161,5161
1274,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,52800: Total EQUIPMENT,COMMUNICATION EQUIPMENT,9427,0,1000,0,0
1275,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,52910: Total R&M OTHER,MAIN & SERVICE,37417,23615,28162,38982,39255
1276,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,52910: Total R&M OTHER,REPAIRS TO AUTOS & TRUCKS,1419,737,4500,3000,3021
1277,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,52910: Total R&M OTHER,COPIERS LEASE AND MAINTENANCE,0,0,0,3432,3456
1278,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,53000: Total RENT OTHER,RENTAL OF LAND AND BUILDINGS,0,0,46000,0,0
1279,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,53100: Total TRAVEL & ENTERTAINMENT,TRAVEL,3375,385,0,0,0
1280,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,53200: Total PROFESSIONAL FEES,MISCELLANEOUS PROFESSIONAL SERVICES,7000,14000,7000,7500,7553
1281,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,53500: Total OTHER SERVICES,MISC. EXPENSES,22191,10814,21260,22985,23146
1282,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,54000: Total OFFICE SUPPLIES,OFFICE SUPPLIES,0,0,0,1600,1611
1283,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,54000: Total OFFICE SUPPLIES,STATIONERY,483,555,2100,0,0
1284,101: City General,EXPENSES,Public Safety,101-907: Emergency Mgmt / Homeland Sec.,54700: Total OTHER SUPPLY,SUPPLIES,17134,2129,21765,61620,62051
1285,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,50000: Total PERSONNEL SALARIES,SALARIES,941378,1032460,1145259,1540733,1556140
1286,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,50000: Total PERSONNEL SALARIES,SALARIES-TEMPORARIES,4919,860,9000,9000,9000
1287,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,50000: Total PERSONNEL SALARIES,OVERTIME,492,348,2876,2964,2964
1288,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,50000: Total PERSONNEL SALARIES,SICK LEAVE,50529,30933,0,0,0
1289,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,50000: Total PERSONNEL SALARIES,VACATION,85757,59173,0,0,0
1290,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,50000: Total PERSONNEL SALARIES,HOLIDAY,75127,73907,0,0,0
1291,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,50000: Total PERSONNEL SALARIES,LONGEVITY,46377,43035,35442,35405,35759
1292,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,51000: Total EMPLOYEE BENEFITS,DENTAL INSURANCE,17801,17861,20292,20292,20292
1293,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,51000: Total EMPLOYEE BENEFITS,HEALTHCARE EE CASH PAYMENT,11000,13000,0,0,0
1294,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,51000: Total EMPLOYEE BENEFITS,LABORERS INT'L PENSION,37342,45158,59150,59150,59150
1295,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,51000: Total EMPLOYEE BENEFITS,CITY OF PROVIDENCE PENSION EXPENSE,342315,364955,343493,380280,400169
1296,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,51000: Total EMPLOYEE BENEFITS,F.I.C.A.,87553,90352,106978,103531,104566
1297,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,51000: Total EMPLOYEE BENEFITS,AUTO ALLOWANCE,6447,6400,0,0,0
1298,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,51000: Total EMPLOYEE BENEFITS,LOCAL 1033 BENEFITS EXPENSE,29723,34084,44720,47320,49416
1299,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,51000: Total EMPLOYEE BENEFITS,TRANSFER TO ACTIVE MEDICAL INS FUND,215376,214298,272715,315180,321484
1300,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,52100: Total G&A SERVICES,FEES NOT CLASSIFIED,0,1200,0,0,0
1301,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,52100: Total G&A SERVICES,POSTAGE,8455,11113,6000,6000,6000
1302,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,52100: Total G&A SERVICES,DUES & SUBSCRIPTIONS,452,713,0,0,0
1303,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,52700: Total TRAINING & DEVELOPMENT,TRAINING,0,0,0,136004,136004
1304,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,53010: Total RENT EQUIPMENT,RENTALS NO CLASSIFIED,8963,5670,12240,12484,12571
1305,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,53200: Total PROFESSIONAL FEES,LEGAL EXPENSES,22051,17385,25000,25000,25000
1306,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,53200: Total PROFESSIONAL FEES,MISCELLANEOUS PROFESSIONAL SERVICES,0,0,0,500,504
1307,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,53400: Total CONTRACT SERVICES,PRIVATE CONTRACTORS,59616,31241,212628,250928,252684
1308,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,53500: Total OTHER SERVICES,MISC. EXPENSES,25346,19372,15000,500,504
1309,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,54000: Total OFFICE SUPPLIES,OFFICE SUPPLIES,0,0,0,8700,8761
1310,101: City General,EXPENSES,Personnel / Human Resources,101-212: Personnel,54000: Total OFFICE SUPPLIES,STATIONERY,590,210,0,0,0
1311,101: City General,EXPENSES,Information Technology,101-204: Data Processing,50000: Total PERSONNEL SALARIES,SALARIES,1000169,1050481,1295364,1535506,1550861
1312,101: City General,EXPENSES,Information Technology,101-204: Data Processing,50000: Total PERSONNEL SALARIES,SALARIES-TEMPORARIES,0,0,10000,10000,10000
1313,101: City General,EXPENSES,Information Technology,101-204: Data Processing,50000: Total PERSONNEL SALARIES,OVERTIME,14294,12340,9960,12000,12000
